neutron_id,status,reached_detector,detector_hit_x_m,detector_hit_y_m,detector_hit_z_m,velocity_magnitude_m_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,direction_x,direction_y,direction_z,final_energy_MeV,initial_energy_MeV,energy_after_shell_MeV,energy_after_channel_MeV,total_flight_time_s,total_flight_time_ns,final_position_x_m,final_position_y_m,final_position_z_m,exit_position_x_m,exit_position_y_m,exit_position_z_m
60,missed_detector,False,,,,21256413.07485444,-6482837.211541064,3091821.8880783245,20006212.9327342,-0.30498265105743655,0.14545360391663806,0.9411848020774877,2.361759035011064,2.502527632036184,2.361759035011064,2.361759035011064,2.940460718232577e-07,294.0460718232577,-1.7904380402134656,0.8244507477368234,5.9333649276357665,-0.07116328745458028,0.0057091260145820475,0.6107055058931881
61,lost_in_channel,False,,,,3963568.292791594,3903023.661605477,-640478.1381526513,-257036.30700576867,0.9847247160352384,-0.16159129623613827,-0.06484972328425168,0.08211609988506334,2.584572394094763,2.584572394094763,2.584572394094763,6.90456748370635e-08,69.0456748370635,-0.1435057247168538,-0.07019284713296203,1.4184648621585623,-0.15687970100111653,-0.0688518373259442,1.2473954086070833
62,missed_detector,False,,,,10904838.13187375,-9905486.134220202,-584715.3571072096,4522714.569625425,-0.9083570076356712,-0.05361981076987701,0.4147438517593382,0.6215757606092092,2.567052818630841,2.567052818630841,0.6215757606092092,5.30987357707387e-07,530.987357707387,-4.729254732837535,-0.09345576851534598,3.591299601854999,-0.12247866300367562,0.14683789390417307,1.243920297150474
63,missed_detector,False,,,,18784409.199782334,119288.27260295425,-15819240.559861312,-10128742.63678002,0.006350387245840903,-0.8421473569711534,-0.5392100719833864,1.8443812729041558,2.3622493394630806,1.8443812729041558,1.8443812729041558,3.921030547017388e-07,392.10305470173876,0.18406822540598378,-5.265551941799783,-1.9533994969343582,0.13295026469834648,-0.07803804101932246,1.2501849353591823
64,missed_detector,False,,,,12039475.851379832,1677153.010423491,-9985582.533537691,6513392.205409756,0.1393044872656374,-0.8294034272591073,0.5410029710440644,0.7576537605368379,2.3139286354183186,0.7576537605368379,0.7576537605368379,5.387053785089053e-07,538.7053785089053,1.4752906336785374,-3.734252706275671,3.6392651170681076,0.02521618413674699,0.003522146695479828,0.3
65,success,True,0.027916344570448847,-0.07959557909616312,2.9,21519446.968013577,207065.63645392304,-590389.2324753818,21510350.11768813,0.00962225640657516,-0.02743514893077569,0.9995772730433562,2.4205710536713823,2.4205710536713823,2.4205710536713823,2.4205710536713823,1.348188190414407e-07,134.81881904144072,0.027916344570448847,-0.07959557909616312,2.9,0.027916344570448847,-0.07959557909616312,2.9
66,missed_detector,False,,,,14370204.362812236,-11468172.446164437,-1408392.5108458202,8544016.89543133,-0.7980521471108798,-0.09800782753587779,0.5945647451988828,1.079397758928606,2.434499527326075,1.079397758928606,1.079397758928606,4.318069664789493e-07,431.8069664789493,-4.592137656151634,-0.6228030547546961,4.17002435283196,-0.06166801906129542,-0.06100942597134962,0.7258702711983255
67,missed_detector,False,,,,21656100.92726446,2634148.2855504057,2147886.2066279054,21387719.72476201,0.12163539015622533,0.09918157538339568,0.9876071318930472,2.451411148134417,2.451411148134417,2.451411148134417,2.451411148134417,2.9937907079235066e-07,299.37907079235066,0.7886089879265881,0.6430322760802292,6.403036647072367,0.1531229246624822,0.12485653127623665,1.2432672124351254
68,missed_detector,False,,,,21566620.418569427,-3465145.8650863054,-316691.1022215139,21284068.858141404,-0.16067171387236565,-0.014684317527508138,0.9868986630754284,2.43119510411166,2.43119510411166,2.43119510411166,2.43119510411166,2.901896493442911e-07,290.18964934429107,-1.0055494636648796,-0.09190047991770511,6.176416479476946,-0.20219089430305148,-0.018478892280164416,1.241923164099804
69,lost_in_channel,False,,,,3624731.796189531,-3389033.707007464,-86971.27089934022,1282796.6031732336,-0.9349750264475174,-0.023993849970022067,0.353901109185999,0.06867637733519842,2.406268645407612,2.406268645407612,2.406268645407612,6.447791341384747e-08,64.47791341384746,0.15687345806021613,-0.054080925939061136,1.3519199213400193,0.14823589751371657,-0.04554680766410514,1.249245318284169
